yrsempl,income,creddebt,othdebt,default,jobsat,homeown,address,cars,carvalue,2,3,4,5
0.6020599913279624,1.230448921378274,-0.4300201398810705,0.112096015871683,0,4,1,22,0.0,0.9590413923210936,0,0,0,0
1.1760912590556811,1.0791812460476249,-0.4253299208448677,-0.4062178798337753,0,3,1,28,0.0,0.7708520116421442,0,0,0,0
0.8450980400142568,0.9542425094393248,-0.6968687674892371,-0.1029064840063377,0,5,0,21,0.0,0.7634279935629372,0,0,0,0
1.5440680443502757,1.2041199826559248,-0.5029375942891393,-0.1203858008463493,0,4,0,11,0.0,0.7634279935629372,0,0,0,0
0.9030899869919436,1.568201724066995,-0.8440873109140936,-0.3853031115982966,0,3,0,11,0.0,1.3443922736851108,0,0,0,0
0.6020599913279624,1.3222192947339193,-0.581461734753471,0.1040966854046486,0,1,1,14,0.0,1.0334237554869496,0,0,0,0
1.3222192947339193,1.6434526764861874,-0.0874548677733821,0.2279874286939986,0,3,1,11,0.0,1.2966651902615312,0,0,0,0
1.4313637641589874,1.1760912590556811,-0.0603609585289041,-0.0916436800352875,0,4,1,35,0.0,0.6901960800285137,0,0,0,0
0.6989700043360189,1.505149978319906,-0.3218678321742251,0.0861547383035776,0,5,1,29,0.0,1.1643528557844371,0,0,0,0
0.8450980400142568,1.4913616938342726,-0.656219313228726,-0.3662175519461678,0,4,1,18,0.0,1.1335389083702174,0,0,0,0
0.8450980400142568,1.4771212547196624,-0.0728144824551069,0.6409145216325387,0,3,1,32,0.0,1.1271047983648077,0,0,0,0
1.0413926851582251,1.0413926851582251,-0.0535781956228644,-0.3829346244784685,0,3,0,12,0.0,0.7323937598229685,0,0,0,0
1.0791812460476249,1.2041199826559248,0.1884132089544438,0.1047710852814567,0,4,0,21,0.0,0.7403626894942439,0,0,0,0
0.6020599913279624,1.255272505103306,-0.1098876243774869,0.1839960031559475,1,2,1,1,0.0,0.9637878273455552,0,0,0,0
0.3010299956639812,1.380211241711606,-0.908150220056045,0.0509393763254681,0,4,1,2,0.0,1.155336037465062,0,0,0,0
0.6020599913279624,1.3617278360175928,-0.4430646144796531,0.1349655829069695,0,1,1,5,0.0,1.155336037465062,0,0,0,0
0.8450980400142568,1.230448921378274,-0.9421818055679008,0.0954343820380679,0,3,1,9,0.0,0.8512583487190752,0,0,0,0
0.3010299956639812,1.4471580313422192,-0.4665533396360985,-0.7202053410610775,0,3,0,9,0.0,1.2068258760318498,0,0,0,0
0.3010299956639812,1.3222192947339193,0.1626766992431524,-0.4049184296771744,1,2,0,6,0.0,1.0086001717619175,0,0,0,0
1.146128035678238,1.3979400086720375,-0.2645208671312513,0.4922224245410626,0,4,0,13,0.0,0.9242792860618816,0,0,0,0
0.4771212547196624,1.4471580313422192,-0.4395672761934304,-0.0612001751801946,0,2,1,12,0.0,1.1335389083702174,0,0,0,0
1.0,1.4913616938342726,-0.1993488955104708,-0.0087313832581932,0,2,1,16,0.0,1.2253092817258628,0,0,0,0
1.2041199826559248,1.414973347970818,-0.545691863291096,0.1712442215057545,0,5,0,4,0.0,1.1139433523068367,0,0,0,0
1.1760912590556811,1.6720978579357175,-0.7883242587189735,-0.6712290961794324,0,3,0,23,0.0,1.3502480183341627,0,0,0,0
0.9030899869919436,1.568201724066995,0.1538880025194919,0.0929871733882174,0,4,1,4,0.0,1.2201080880400552,0,0,0,0
1.1760912590556811,1.7160033436347992,0.2954210645080629,0.5912498664862363,0,4,0,13,0.0,1.5224442335063195,0,0,0,0
1.505149978319906,1.863322860120456,-0.004898130510357,0.5575330663192901,0,4,1,26,0.0,1.6374897295125106,0,0,0,0
1.255272505103306,1.8808135922807916,-0.1626338158018097,0.1808000284152587,0,3,1,25,0.0,1.4487063199050798,0,0,0,0
0.3010299956639812,1.0,-0.3819519032879073,-0.2328441339178195,0,2,0,18,0.0,0.7993405494535817,0,0,0,0
1.5185139398778875,0.9542425094393248,-0.9405539748503332,-0.7842805019393008,0,4,0,36,0.0,0.5910646070264992,0,0,0,0
1.4771212547196624,1.9637878273455556,0.2541786367857839,0.6493862699036571,0,4,0,33,0.0,1.6693168805661125,0,0,0,0
0.9542425094393248,1.505149978319906,-1.7872798455821577,-0.755277677230002,0,3,0,23,0.0,1.1139433523068367,0,0,0,0
1.4471580313422192,1.7781512503836436,0.0114520219471152,0.6583243576914399,0,4,1,28,0.0,1.5921767573958667,0,0,0,0
1.4913616938342726,2.164352855784437,-0.556893543262734,0.3973489661765909,0,3,0,24,0.0,1.833784374656479,0,0,0,0
0.8450980400142568,1.380211241711606,-0.3938078737088021,-0.1401558722838232,0,3,0,13,0.0,0.99563519459755,0,0,0,0
1.3424226808222062,0.9542425094393248,-0.7493336420568987,-0.288277951627618,0,5,1,25,0.0,0.3617278360175928,0,0,0,0
1.662757831681574,1.6812412373755872,0.3343379238447627,0.6497802203121436,0,2,1,42,0.0,1.4771212547196624,0,0,0,0
1.6334684555795864,1.2787536009528289,-0.3607287191087429,0.1304032500537341,0,3,1,26,0.0,1.0170333392987805,0,0,0,0
1.4771212547196624,1.0791812460476249,-1.4621809049267258,-0.5759354745825122,0,5,1,49,0.0,0.7075701760979364,0,0,0,0
1.0,1.1760912590556811,-0.0935949163462125,0.1983463728158326,0,3,0,10,0.0,0.9138138523837168,0,0,0,0
0.0,1.255272505103306,-0.1918160446801851,-0.6924183952493704,1,1,1,1,0.0,0.8976270912904415,0,0,0,0
0.0,1.230448921378274,-0.8725841766885712,0.2643228229591737,1,1,0,0,0.0,0.9444826721501688,0,0,0,0
0.4771212547196624,1.462397997898956,-1.1846480903909562,-0.4677120055941056,1,3,0,1,0.0,1.1903316981702914,0,0,0,0
0.4771212547196624,1.380211241711606,-0.2625211036441854,0.4674068185713232,0,2,0,1,0.0,1.0374264979406236,0,0,0,0
0.0,1.255272505103306,-0.4965089337066192,-0.0263088530670383,0,1,1,3,0.0,0.7993405494535817,0,0,0,0
0.4771212547196624,1.3979400086720375,0.270562387697326,-0.0175026308022875,0,1,1,4,0.0,1.1238516409670858,0,0,0,0
0.0,1.255272505103306,-0.1290298911152,-0.3178260318150309,1,2,1,5,0.0,1.0718820073061257,0,0,0,0
0.9030899869919436,1.505149978319906,-0.5432211278434558,0.5735362374311107,1,2,1,9,0.0,1.2329961103921538,0,0,0,0
0.4771212547196624,1.2041199826559248,-0.8370773139445729,0.1949248544075827,0,2,0,8,0.0,0.8260748027008264,0,0,0,0
0.9030899869919436,1.4471580313422192,-0.5760336313197145,-0.0682574393749379,0,4,1,13,0.0,1.212187604403958,0,0,0,0
0.6020599913279624,1.6127838567197357,-0.6331737564948281,0.5176291841933965,0,4,0,10,0.0,1.3654879848908996,0,0,0,0
0.8450980400142568,1.4913616938342726,-0.1189761686554273,0.176852633322746,0,3,0,13,0.0,1.130333768495006,0,0,0,0
0.6020599913279624,1.6334684555795864,-0.0986092528892958,0.6087531765020227,0,4,0,10,0.0,1.423245873936808,0,0,0,0
0.4771212547196624,1.6901960800285136,0.0557776527835624,0.5213937450979002,0,3,0,7,0.0,1.3263358609287514,0,0,0,0
0.6020599913279624,1.4771212547196624,-0.2361977759254073,-0.0364482664259037,0,1,1,12,0.0,1.08278537031645,0,0,0,0
0.9542425094393248,1.8573324964312683,0.7293896571167837,0.9925192323976616,1,5,0,3,0.0,1.54282542695918,0,0,0,0
1.0,1.9242792860618816,0.9252510177676934,1.0441156066638002,1,2,0,17,0.0,1.6646419755561257,0,0,0,0
0.3010299956639812,1.3617278360175928,0.0840984699820176,0.2820181665333716,1,4,1,12,0.0,1.1760912590556811,0,0,0,0
1.3424226808222062,1.7558748556724917,-1.0726912433845004,-0.5025008868236964,0,3,0,13,0.0,1.3053513694466237,0,0,0,0
1.3010299956639813,1.7075701760979365,0.3021726399883355,0.6973802731062086,0,1,0,25,0.0,1.3364597338485296,0,0,0,0
