age,yrsed,yrsempl,income,creddebt,othdebt,default,jobsat,homeown,address,cars,carvalue,2,3,4,5
1.6532125137753437,0.7781512503836436,0.6020599913279624,1.2304489213782739,-0.4300201398810705,0.11209601587168302,0,4,1,22,0.0,0.9590413923210935,0,0,0,0
1.8260748027008264,0.7781512503836436,1.1760912590556813,1.0791812460476249,-0.42532992084486776,-0.4062178798337753,0,3,1,28,0.0,0.7708520116421442,0,0,0,0
1.8325089127062364,0.7781512503836436,0.8450980400142568,0.9542425094393249,-0.6968687674892371,-0.10290648400633773,0,5,0,21,0.0,0.7634279935629372,0,0,0,0
1.8750612633917,0.7781512503836436,1.5440680443502757,1.2041199826559248,-0.5029375942891393,-0.12038580084634937,0,4,0,11,0.0,0.7634279935629372,0,0,0,0
1.5797835966168101,0.8450980400142568,0.9030899869919435,1.568201724066995,-0.8440873109140936,-0.38530311159829667,0,3,0,11,0.0,1.3443922736851108,0,0,0,0
1.6901960800285136,0.8450980400142568,0.6020599913279624,1.3222192947339193,-0.581461734753471,0.10409668540464868,0,1,1,14,0.0,1.0334237554869496,0,0,0,0
1.7160033436347992,0.8450980400142568,1.3222192947339193,1.6434526764861874,-0.08745486777338217,0.22798742869399863,0,3,1,11,0.0,1.2966651902615312,0,0,0,0
1.7853298350107671,0.8450980400142568,1.4313637641589874,1.1760912590556813,-0.060360958528904114,-0.09164368003528754,0,4,1,35,0.0,0.6901960800285137,0,0,0,0
1.792391689498254,0.8450980400142568,0.6989700043360189,1.505149978319906,-0.3218678321742251,0.08615473830357766,0,5,1,29,0.0,1.1643528557844371,0,0,0,0
1.8325089127062364,0.8450980400142568,0.8450980400142568,1.4913616938342726,-0.656219313228726,-0.36621755194616784,0,4,1,18,0.0,1.1335389083702174,0,0,0,0
1.8388490907372552,0.8450980400142568,0.8450980400142568,1.4771212547196624,-0.07281448245510692,0.6409145216325387,0,3,1,32,0.0,1.1271047983648077,0,0,0,0
1.8692317197309762,0.8450980400142568,1.0413926851582251,1.0413926851582251,-0.053578195622864415,-0.3829346244784685,0,3,0,12,0.0,0.7323937598229685,0,0,0,0
1.8920946026904804,0.8450980400142568,1.0791812460476249,1.2041199826559248,0.1884132089544438,0.1047710852814567,0,4,0,21,0.0,0.7403626894942439,0,0,0,0
1.3222192947339193,0.9030899869919435,0.6020599913279624,1.255272505103306,-0.10988762437748692,0.18399600315594758,1,2,1,1,0.0,0.9637878273455552,0,0,0,0
1.3617278360175928,0.9030899869919435,0.3010299956639812,1.380211241711606,-0.908150220056045,0.05093937632546811,0,4,1,2,0.0,1.1553360374650619,0,0,0,0
1.414973347970818,0.9030899869919435,0.6020599913279624,1.3617278360175928,-0.4430646144796531,0.1349655829069695,0,1,1,5,0.0,1.1553360374650619,0,0,0,0
1.4771212547196624,0.9030899869919435,0.8450980400142568,1.2304489213782739,-0.9421818055679009,0.0954343820380679,0,3,1,9,0.0,0.8512583487190752,0,0,0,0
1.4771212547196624,0.9030899869919435,0.3010299956639812,1.4471580313422192,-0.4665533396360985,-0.7202053410610775,0,3,0,9,0.0,1.2068258760318498,0,0,0,0
1.5314789170422551,0.9030899869919435,0.3010299956639812,1.3222192947339193,0.16267669924315242,-0.4049184296771744,1,2,0,6,0.0,1.0086001717619175,0,0,0,0
1.5314789170422551,0.9030899869919435,1.146128035678238,1.3979400086720377,-0.2645208671312513,0.4922224245410626,0,4,0,13,0.0,0.9242792860618817,0,0,0,0
1.5314789170422551,0.9030899869919435,0.47712125471966244,1.4471580313422192,-0.4395672761934304,-0.06120017518019464,0,2,1,12,0.0,1.1335389083702174,0,0,0,0
1.5797835966168101,0.9030899869919435,1.0,1.4913616938342726,-0.19934889551047089,-0.008731383258193238,0,2,1,16,0.0,1.2253092817258628,0,0,0,0
1.662757831681574,0.9030899869919435,1.2041199826559248,1.414973347970818,-0.545691863291096,0.17124422150575455,0,5,0,4,0.0,1.1139433523068367,0,0,0,0
1.662757831681574,0.9030899869919435,1.1760912590556813,1.6720978579357175,-0.7883242587189735,-0.6712290961794324,0,3,0,23,0.0,1.3502480183341627,0,0,0,0
1.662757831681574,0.9030899869919435,0.9030899869919435,1.568201724066995,0.15388800251949192,0.09298717338821741,0,4,1,4,0.0,1.2201080880400552,0,0,0,0
1.7075701760979363,0.9030899869919435,1.1760912590556813,1.7160033436347992,0.29542106450806294,0.5912498664862363,0,4,0,13,0.0,1.5224442335063197,0,0,0,0
1.7558748556724915,0.9030899869919435,1.505149978319906,1.863322860120456,-0.004898130510357051,0.5575330663192901,0,4,1,26,0.0,1.6374897295125106,0,0,0,0
1.792391689498254,0.9030899869919435,1.255272505103306,1.8808135922807914,-0.16263381580180974,0.18080002841525872,0,3,1,25,0.0,1.4487063199050798,0,0,0,0
1.8129133566428555,0.9030899869919435,0.3010299956639812,1.0,-0.3819519032879073,-0.23284413391781958,0,2,0,18,0.0,0.7993405494535817,0,0,0,0
1.8195439355418688,0.9030899869919435,1.5185139398778875,0.9542425094393249,-0.9405539748503333,-0.7842805019393008,0,4,0,36,0.0,0.5910646070264992,0,0,0,0
1.8260748027008264,0.9030899869919435,1.4771212547196624,1.9637878273455553,0.2541786367857839,0.6493862699036571,0,4,0,33,0.0,1.6693168805661123,0,0,0,0
1.845098040014257,0.9030899869919435,0.9542425094393249,1.505149978319906,-1.7872798455821577,-0.755277677230002,0,3,0,23,0.0,1.1139433523068367,0,0,0,0
1.8512583487190752,0.9030899869919435,1.4471580313422192,1.7781512503836436,0.011452021947115247,0.6583243576914399,0,4,1,28,0.0,1.5921767573958667,0,0,0,0
1.8512583487190752,0.9030899869919435,1.4913616938342726,2.164352855784437,-0.556893543262734,0.39734896617659093,0,3,0,24,0.0,1.833784374656479,0,0,0,0
1.8573324964312685,0.9030899869919435,0.8450980400142568,1.380211241711606,-0.3938078737088021,-0.1401558722838232,0,3,0,13,0.0,0.9956351945975499,0,0,0,0
1.8808135922807914,0.9030899869919435,1.3424226808222062,0.9542425094393249,-0.7493336420568987,-0.288277951627618,0,5,1,25,0.0,0.36172783601759284,0,0,0,0
1.8920946026904804,0.9030899869919435,1.662757831681574,1.6812412373755872,0.33433792384476274,0.6497802203121436,0,2,1,42,0.0,1.4771212547196624,0,0,0,0
1.8920946026904804,0.9030899869919435,1.6334684555795864,1.2787536009528289,-0.36072871910874293,0.13040325005373418,0,3,1,26,0.0,1.0170333392987803,0,0,0,0
1.8920946026904804,0.9030899869919435,1.4771212547196624,1.0791812460476249,-1.4621809049267258,-0.5759354745825122,0,5,1,49,0.0,0.7075701760979364,0,0,0,0
1.8920946026904804,0.9030899869919435,1.0,1.1760912590556813,-0.09359491634621253,0.19834637281583264,0,3,0,10,0.0,0.9138138523837167,0,0,0,0
1.3222192947339193,0.9542425094393249,0.0,1.255272505103306,-0.19181604468018512,-0.6924183952493704,1,1,1,1,0.0,0.8976270912904415,0,0,0,0
1.3222192947339193,0.9542425094393249,0.0,1.2304489213782739,-0.8725841766885712,0.26432282295917375,1,1,0,0,0.0,0.9444826721501687,0,0,0,0
1.3424226808222062,0.9542425094393249,0.47712125471966244,1.462397997898956,-1.1846480903909562,-0.46771200559410564,1,3,0,1,0.0,1.1903316981702914,0,0,0,0
1.3424226808222062,0.9542425094393249,0.47712125471966244,1.380211241711606,-0.2625211036441854,0.46740681857132327,0,2,0,1,0.0,1.0374264979406236,0,0,0,0
1.380211241711606,0.9542425094393249,0.0,1.255272505103306,-0.4965089337066192,-0.026308853067038347,0,1,1,3,0.0,0.7993405494535817,0,0,0,0
1.3979400086720377,0.9542425094393249,0.47712125471966244,1.3979400086720377,0.270562387697326,-0.017502630802287533,0,1,1,4,0.0,1.1238516409670858,0,0,0,0
1.4471580313422192,0.9542425094393249,0.0,1.255272505103306,-0.12902989111520005,-0.3178260318150309,1,2,1,5,0.0,1.0718820073061255,0,0,0,0
1.5185139398778875,0.9542425094393249,0.9030899869919435,1.505149978319906,-0.5432211278434558,0.5735362374311107,1,2,1,9,0.0,1.2329961103921538,0,0,0,0
1.568201724066995,0.9542425094393249,0.47712125471966244,1.2041199826559248,-0.8370773139445729,0.19492485440758273,0,2,0,8,0.0,0.8260748027008264,0,0,0,0
1.568201724066995,0.9542425094393249,0.9030899869919435,1.4471580313422192,-0.5760336313197145,-0.06825743937493793,0,4,1,13,0.0,1.212187604403958,0,0,0,0
1.568201724066995,0.9542425094393249,0.6020599913279624,1.6127838567197355,-0.6331737564948281,0.5176291841933965,0,4,0,10,0.0,1.3654879848908996,0,0,0,0
1.6127838567197355,0.9542425094393249,0.8450980400142568,1.4913616938342726,-0.11897616865542734,0.17685263332274606,0,3,0,13,0.0,1.130333768495006,0,0,0,0
